plate,sample,yield,dilution,well,max v [420],kobs,s,vmax correction per [s]
16,a195s,1.168,0.01,e1,6.91e-03,5.36e+01,0.00029,1.57e-07
16,a195s,1.168,0.01,f1,1.87e-03,1.45e+01,0.00007,4.12e-07
16,a195s,1.168,0.01,g1,4.71e-04,3.66e+00,0.00002,3.65e-07
16,a195s,1.168,0.01,h1,-2.20e-17,-1.71e-13,0,4.26e-07
16,a195s,1.168,0.01,a2,1.16e-01,8.97e+02,0.075,4.81e-07
16,a195s,1.168,0.01,b2,9.56e-02,7.42e+02,0.01875,3.83e-07
16,a195s,1.168,0.01,c2,5.55e-02,4.30e+02,0.00469,2.90e-07
16,a195s,1.168,0.01,d2,2.60e-02,2.02e+02,0.00117,2.78e-07
16,a195s,1.168,0.01,e2,8.48e-03,6.58e+01,0.00029,1.57e-07
16,a195s,1.168,0.01,f2,2.37e-03,1.84e+01,0.00007,4.12e-07
16,a195s,1.168,0.01,g2,6.16e-04,4.78e+00,0.00002,3.65e-07
16,a195s,1.168,0.01,h2,-5.91e-18,-4.59e-14,0,4.26e-07
16,a195s,1.168,0.01,a3,1.16e-01,8.97e+02,0.075,4.81e-07
16,a195s,1.168,0.01,b3,9.27e-02,7.19e+02,0.01875,3.83e-07
16,a195s,1.168,0.01,c3,5.73e-02,4.44e+02,0.00469,2.90e-07
16,a195s,1.168,0.01,d3,2.43e-02,1.89e+02,0.00117,2.78e-07
16,a195s,1.168,0.01,e3,8.10e-03,6.29e+01,0.00029,1.57e-07
16,a195s,1.168,0.01,f3,1.97e-03,1.53e+01,0.00007,4.12e-07
16,a195s,1.168,0.01,g3,5.62e-04,4.37e+00,0.00002,3.65e-07
16,a195s,1.168,0.01,h3,1.40e-17,1.09e-13,0,4.26e-07
16,s334a,0.893,0.01,a4,7.51e-02,7.63e+02,0.075,4.81e-07
16,s334a,0.893,0.01,b4,6.66e-02,6.76e+02,0.01875,3.83e-07
16,s334a,0.893,0.01,c4,4.18e-02,4.24e+02,0.00469,2.90e-07
16,s334a,0.893,0.01,d4,1.81e-02,1.84e+02,0.00117,2.78e-07
16,s334a,0.893,0.01,e4,4.77e-03,4.84e+01,0.00029,1.57e-07
16,s334a,0.893,0.01,f4,1.35e-03,1.37e+01,0.00007,4.12e-07
16,s334a,0.893,0.01,g4,3.51e-04,3.56e+00,0.00002,3.65e-07
16,s334a,0.893,0.01,h4,1.47e-17,1.49e-13,0,4.26e-07
16,s334a,0.893,0.01,a5,7.53e-02,7.65e+02,0.075,4.81e-07
16,s334a,0.893,0.01,b5,6.71e-02,6.81e+02,0.01875,3.83e-07
16,s334a,0.893,0.01,c5,4.01e-02,4.07e+02,0.00469,2.90e-07
16,s334a,0.893,0.01,d5,1.62e-02,1.65e+02,0.00117,2.78e-07
16,s334a,0.893,0.01,e5,4.84e-03,4.91e+01,0.00029,1.57e-07
16,s334a,0.893,0.01,f5,1.26e-03,1.28e+01,0.00007,4.12e-07
16,s334a,0.893,0.01,g5,3.24e-04,3.29e+00,0.00002,3.65e-07
16,s334a,0.893,0.01,h5,1.46e-17,1.48e-13,0,4.26e-07
16,s334a,0.893,0.01,a6,7.56e-02,7.67e+02,0.075,4.81e-07
16,s334a,0.893,0.01,b6,6.64e-02,6.74e+02,0.01875,3.83e-07
16,s334a,0.893,0.01,c6,4.04e-02,4.10e+02,0.00469,2.90e-07
16,s334a,0.893,0.01,d6,1.86e-02,1.89e+02,0.00117,2.78e-07
16,s334a,0.893,0.01,e6,5.27e-03,5.35e+01,0.00029,1.57e-07
16,s334a,0.893,0.01,f6,1.73e-03,1.76e+01,0.00007,4.12e-07
16,s334a,0.893,0.01,g6,4.35e-04,4.42e+00,0.00002,3.65e-07
16,s334a,0.893,0.01,h6,-1.59e-17,-1.61e-13,0,4.26e-07
16,q316r,1.442,0.01,a7,1.24e-01,7.80e+02,0.075,4.81e-07
16,q316r,1.442,0.01,b7,1.05e-01,6.63e+02,0.01875,3.83e-07
16,q316r,1.442,0.01,c7,7.14e-02,4.49e+02,0.00469,2.90e-07
16,q316r,1.442,0.01,d7,3.32e-02,2.09e+02,0.00117,2.78e-07
16,q316r,1.442,0.01,e7,1.02e-02,6.43e+01,0.00029,1.57e-07
16,q316r,1.442,0.01,f7,2.98e-03,1.88e+01,0.00007,4.12e-07
16,q316r,1.442,0.01,g7,7.90e-04,4.97e+00,0.00002,3.65e-07
16,q316r,1.442,0.01,h7,3.17e-18,1.99e-14,0,4.26e-07
16,q316r,1.442,0.01,a8,1.24e-01,7.83e+02,0.075,4.81e-07
16,q316r,1.442,0.01,b8,1.06e-01,6.65e+02,0.01875,3.83e-07
16,q316r,1.442,0.01,c8,7.05e-02,4.43e+02,0.00469,2.90e-07
16,q316r,1.442,0.01,d8,3.43e-02,2.16e+02,0.00117,2.78e-07
16,q316r,1.442,0.01,e8,9.97e-03,6.27e+01,0.00029,1.57e-07
16,q316r,1.442,0.01,f8,2.87e-03,1.80e+01,0.00007,4.12e-07
16,q316r,1.442,0.01,g8,7.52e-04,4.73e+00,0.00002,3.65e-07
16,q316r,1.442,0.01,h8,9.59e-18,6.03e-14,0,4.26e-07
16,q316r,1.442,0.01,a9,1.24e-01,7.80e+02,0.075,4.81e-07
16,q316r,1.442,0.01,b9,1.03e-01,6.47e+02,0.01875,3.83e-07
16,q316r,1.442,0.01,c9,7.28e-02,4.58e+02,0.00469,2.90e-07
16,q316r,1.442,0.01,d9,3.27e-02,2.06e+02,0.00117,2.78e-07
16,q316r,1.442,0.01,e9,9.30e-03,5.84e+01,0.00029,1.57e-07
16,q316r,1.442,0.01,f9,2.66e-03,1.67e+01,0.00007,4.12e-07
16,q316r,1.442,0.01,g9,7.27e-04,4.57e+00,0.00002,3.65e-07
16,q316r,1.442,0.01,h9,7.04e-18,4.43e-14,0,4.26e-07
16,i303n,1.513,0.01,a10,1.12e-01,6.70e+02,0.075,4.81e-07
16,i303n,1.513,0.01,b10,8.94e-02,5.36e+02,0.01875,3.83e-07
16,i303n,1.513,0.01,c10,5.58e-02,3.34e+02,0.00469,2.90e-07
16,i303n,1.513,0.01,d10,2.38e-02,1.43e+02,0.00117,2.78e-07
16,i303n,1.513,0.01,e10,7.32e-03,4.39e+01,0.00029,1.57e-07
16,i303n,1.513,0.01,f10,1.86e-03,1.12e+01,0.00007,4.12e-07
16,i303n,1.513,0.01,g10,4.72e-04,2.83e+00,0.00002,3.65e-07
16,i303n,1.513,0.01,h10,-1.84e-17,-1.10e-13,0,4.26e-07
16,i303n,1.513,0.01,a11,1.14e-01,6.84e+02,0.075,4.81e-07
16,i303n,1.513,0.01,b11,8.82e-02,5.28e+02,0.01875,3.83e-07
16,i303n,1.513,0.01,c11,5.79e-02,3.47e+02,0.00469,2.90e-07
16,i303n,1.513,0.01,d11,2.41e-02,1.44e+02,0.00117,2.78e-07
16,i303n,1.513,0.01,e11,7.40e-03,4.44e+01,0.00029,1.57e-07
16,i303n,1.513,0.01,f11,1.96e-03,1.18e+01,0.00007,4.12e-07
16,i303n,1.513,0.01,g11,5.07e-04,3.04e+00,0.00002,3.65e-07
16,i303n,1.513,0.01,h11,1.66e-17,9.93e-14,0,4.26e-07
16,i303n,1.513,0.01,a12,1.12e-01,6.69e+02,0.075,4.81e-07
16,i303n,1.513,0.01,b12,8.88e-02,5.32e+02,0.01875,3.83e-07
16,i303n,1.513,0.01,c12,6.26e-02,3.75e+02,0.00469,2.90e-07
16,i303n,1.513,0.01,d12,3.28e-02,1.97e+02,0.00117,2.78e-07
16,i303n,1.513,0.01,e12,1.41e-02,8.44e+01,0.00029,1.57e-07
16,i303n,1.513,0.01,f12,4.02e-03,2.41e+01,0.00007,4.12e-07
16,i303n,1.513,0.01,g12,1.11e-03,6.63e+00,0.00002,3.65e-07
16,i303n,1.513,0.01,h12,-2.98e-18,-1.79e-14,0,4.26e-07
17,e180l,0.765,0.01,b1,4.10e-02,4.86e+02,0.01875,3.83e-07
17,e180l,0.765,0.01,c1,2.24e-02,2.66e+02,0.00469,2.90e-07
17,e180l,0.765,0.01,d1,8.78e-03,1.04e+02,0.00117,2.78e-07
17,e180l,0.765,0.01,e1,2.66e-03,3.16e+01,0.00029,1.57e-07
17,e180l,0.765,0.01,f1,7.41e-04,8.78e+00,0.00007,4.12e-07
17,e180l,0.765,0.01,g1,2.28e-04,2.71e+00,0.00002,3.65e-07
17,e180l,0.765,0.01,h1,-5.00e-18,-5.93e-14,0,4.26e-07
17,e180l,0.765,0.01,a2,5.34e-02,6.33e+02,0.075,4.81e-07
17,e180l,0.765,0.01,b2,4.18e-02,4.96e+02,0.01875,3.83e-07
17,e180l,0.765,0.01,c2,2.01e-02,2.38e+02,0.00469,2.90e-07
17,e180l,0.765,0.01,d2,7.79e-03,9.24e+01,0.00117,2.78e-07
17,e180l,0.765,0.01,e2,2.47e-03,2.93e+01,0.00029,1.57e-07
17,e180l,0.765,0.01,f2,6.98e-04,8.27e+00,0.00007,4.12e-07
17,e180l,0.765,0.01,g2,1.97e-04,2.33e+00,0.00002,3.65e-07
17,e180l,0.765,0.01,h2,2.62e-17,3.11e-13,0,4.26e-07
17,e180l,0.765,0.01,a3,4.90e-02,5.80e+02,0.075,4.81e-07
17,e180l,0.765,0.01,b3,3.94e-02,4.67e+02,0.01875,3.83e-07
17,e180l,0.765,0.01,c3,2.08e-02,2.47e+02,0.00469,2.90e-07
17,e180l,0.765,0.01,d3,8.13e-03,9.63e+01,0.00117,2.78e-07
17,e180l,0.765,0.01,e3,2.50e-03,2.96e+01,0.00029,1.57e-07
17,e180l,0.765,0.01,f3,6.65e-04,7.89e+00,0.00007,4.12e-07
17,e180l,0.765,0.01,g3,1.81e-04,2.15e+00,0.00002,3.65e-07
17,e180l,0.765,0.01,h3,-1.58e-17,-1.87e-13,0,4.26e-07
17,e180k,0.953,0.01,a4,5.17e-02,4.91e+02,0.075,4.81e-07
17,e180k,0.953,0.01,b4,4.61e-02,4.38e+02,0.01875,3.83e-07
17,e180k,0.953,0.01,c4,2.39e-02,2.27e+02,0.00469,2.90e-07
17,e180k,0.953,0.01,d4,8.43e-03,8.02e+01,0.00117,2.78e-07
17,e180k,0.953,0.01,e4,2.50e-03,2.38e+01,0.00029,1.57e-07
17,e180k,0.953,0.01,f4,6.62e-04,6.30e+00,0.00007,4.12e-07
17,e180k,0.953,0.01,g4,1.83e-04,1.74e+00,0.00002,3.65e-07
17,e180k,0.953,0.01,h4,3.16e-17,3.00e-13,0,4.26e-07
17,e180k,0.953,0.01,a5,5.29e-02,5.03e+02,0.075,4.81e-07
17,e180k,0.953,0.01,b5,4.63e-02,4.40e+02,0.01875,3.83e-07
17,e180k,0.953,0.01,c5,2.36e-02,2.25e+02,0.00469,2.90e-07
17,e180k,0.953,0.01,d5,8.62e-03,8.20e+01,0.00117,2.78e-07
17,e180k,0.953,0.01,e5,2.46e-03,2.34e+01,0.00029,1.57e-07
17,e180k,0.953,0.01,f5,6.38e-04,6.07e+00,0.00007,4.12e-07
17,e180k,0.953,0.01,g5,2.23e-04,2.12e+00,0.00002,3.65e-07
17,e180k,0.953,0.01,h5,-3.19e-17,-3.03e-13,0,4.26e-07
17,e180k,0.953,0.01,a6,5.34e-02,5.08e+02,0.075,4.81e-07
17,e180k,0.953,0.01,b6,4.61e-02,4.38e+02,0.01875,3.83e-07
17,e180k,0.953,0.01,c6,2.48e-02,2.36e+02,0.00469,2.90e-07
17,e180k,0.953,0.01,d6,9.05e-03,8.61e+01,0.00117,2.78e-07
17,e180k,0.953,0.01,e6,2.55e-03,2.42e+01,0.00029,1.57e-07
17,e180k,0.953,0.01,f6,7.14e-04,6.79e+00,0.00007,4.12e-07
17,e180k,0.953,0.01,g6,2.16e-04,2.05e+00,0.00002,3.65e-07
17,e180k,0.953,0.01,h6,1.41e-05,1.34e-01,0,4.26e-07
17,y297f,0.733,0.01,a7,5.74e-02,7.10e+02,0.075,4.81e-07
17,y297f,0.733,0.01,b7,4.05e-02,5.01e+02,0.01875,3.83e-07
17,y297f,0.733,0.01,c7,2.66e-02,3.29e+02,0.00469,2.90e-07
17,y297f,0.733,0.01,d7,1.02e-02,1.26e+02,0.00117,2.78e-07
17,y297f,0.733,0.01,e7,3.23e-03,3.99e+01,0.00029,1.57e-07
17,y297f,0.733,0.01,f7,8.74e-04,1.08e+01,0.00007,4.12e-07
17,y297f,0.733,0.01,g7,2.52e-04,3.12e+00,0.00002,3.65e-07
17,y297f,0.733,0.01,h7,-5.98e-18,-7.40e-14,0,4.26e-07
17,y297f,0.733,0.01,a8,5.50e-02,6.80e+02,0.075,4.81e-07
17,y297f,0.733,0.01,b8,4.41e-02,5.45e+02,0.01875,3.83e-07
17,y297f,0.733,0.01,c8,2.67e-02,3.31e+02,0.00469,2.90e-07
17,y297f,0.733,0.01,d8,1.14e-02,1.41e+02,0.00117,2.78e-07
17,y297f,0.733,0.01,e8,3.44e-03,4.26e+01,0.00029,1.57e-07
17,y297f,0.733,0.01,f8,9.20e-04,1.14e+01,0.00007,4.12e-07
17,y297f,0.733,0.01,g8,2.56e-04,3.16e+00,0.00002,3.65e-07
17,y297f,0.733,0.01,h8,2.72e-17,3.36e-13,0,4.26e-07
17,y297f,0.733,0.01,a9,5.65e-02,6.98e+02,0.075,4.81e-07
17,y297f,0.733,0.01,b9,4.42e-02,5.47e+02,0.01875,3.83e-07
17,y297f,0.733,0.01,c9,2.67e-02,3.30e+02,0.00469,2.90e-07
17,y297f,0.733,0.01,d9,1.05e-02,1.29e+02,0.00117,2.78e-07
17,y297f,0.733,0.01,e9,3.20e-03,3.96e+01,0.00029,1.57e-07
17,y297f,0.733,0.01,f9,8.52e-04,1.05e+01,0.00007,4.12e-07
17,y297f,0.733,0.01,g9,2.24e-04,2.77e+00,0.00002,3.65e-07
17,y297f,0.733,0.01,h9,2.79e-05,3.45e-01,0,4.26e-07
17,n223h,1.118,0.01,a10,1.37e-02,1.11e+02,0.075,4.81e-07
17,n223h,1.118,0.01,b10,1.17e-02,9.52e+01,0.01875,3.83e-07
17,n223h,1.118,0.01,c10,6.98e-03,5.66e+01,0.00469,2.90e-07
17,n223h,1.118,0.01,d10,2.71e-03,2.20e+01,0.00117,2.78e-07
17,n223h,1.118,0.01,e10,7.85e-04,6.37e+00,0.00029,1.57e-07
17,n223h,1.118,0.01,f10,2.04e-04,1.65e+00,0.00007,4.12e-07
17,n223h,1.118,0.01,g10,6.67e-05,5.41e-01,0.00002,3.65e-07
17,n223h,1.118,0.01,h10,-1.47e-17,-1.19e-13,0,4.26e-07
17,n223h,1.118,0.01,a11,1.41e-02,1.14e+02,0.075,4.81e-07
17,n223h,1.118,0.01,b11,1.23e-02,9.98e+01,0.01875,3.83e-07
17,n223h,1.118,0.01,c11,7.10e-03,5.75e+01,0.00469,2.90e-07
17,n223h,1.118,0.01,d11,2.73e-03,2.22e+01,0.00117,2.78e-07
17,n223h,1.118,0.01,e11,8.08e-04,6.56e+00,0.00029,1.57e-07
17,n223h,1.118,0.01,f11,2.20e-04,1.78e+00,0.00007,4.12e-07
17,n223h,1.118,0.01,g11,6.18e-05,5.01e-01,0.00002,3.65e-07
17,n223h,1.118,0.01,h11,7.37e-17,5.98e-13,0,4.26e-07
17,n223h,1.118,0.01,a12,1.47e-02,1.20e+02,0.075,4.81e-07
17,n223h,1.118,0.01,b12,1.15e-02,9.33e+01,0.01875,3.83e-07
17,n223h,1.118,0.01,c12,7.33e-03,5.94e+01,0.00469,2.90e-07
17,n223h,1.118,0.01,d12,3.30e-03,2.68e+01,0.00117,2.78e-07
17,n223h,1.118,0.01,e12,1.12e-03,9.05e+00,0.00029,1.57e-07
17,n223h,1.118,0.01,f12,3.25e-04,2.63e+00,0.00007,4.12e-07
17,n223h,1.118,0.01,g12,8.48e-05,6.88e-01,0.00002,3.65e-07
17,n223h,1.118,0.01,h12,-3.67e-17,-2.98e-13,0,4.26e-07
18,h122e,0.249,0.1,b1,2.07e-05,7.53e-02,0.01875,3.83e-07
18,h122e,0.249,0.1,c1,6.61e-06,2.41e-02,0.00469,2.90e-07
18,h122e,0.249,0.1,d1,3.90e-06,1.42e-02,0.00117,2.78e-07
18,h122e,0.249,0.1,e1,4.08e-06,1.48e-02,0.00029,1.57e-07
18,h122e,0.249,0.1,f1,2.94e-06,1.07e-02,0.00007,4.12e-07
18,h122e,0.249,0.1,g1,2.17e-17,7.91e-14,0.00002,3.65e-07
18,h122e,0.249,0.1,h1,-4.18e-17,-1.52e-13,0,4.26e-07
18,h122e,0.249,0.1,a2,5.45e-05,1.99e-01,0.075,4.81e-07
18,h122e,0.249,0.1,b2,1.51e-05,5.48e-02,0.01875,3.83e-07
18,h122e,0.249,0.1,c2,2.34e-06,8.53e-03,0.00469,2.90e-07
18,h122e,0.249,0.1,d2,2.23e-06,8.13e-03,0.00117,2.78e-07
18,h122e,0.249,0.1,e2,1.94e-06,7.06e-03,0.00029,1.57e-07
18,h122e,0.249,0.1,f2,3.10e-17,1.13e-13,0.00007,4.12e-07
18,h122e,0.249,0.1,g2,6.73e-17,2.45e-13,0.00002,3.65e-07
18,h122e,0.249,0.1,h2,3.49e-17,1.27e-13,0,4.26e-07
18,h122e,0.249,0.1,a3,5.70e-05,2.07e-01,0.075,4.81e-07
18,h122e,0.249,0.1,b3,1.88e-05,6.86e-02,0.01875,3.83e-07
18,h122e,0.249,0.1,c3,1.74e-06,6.34e-03,0.00469,2.90e-07
18,h122e,0.249,0.1,d3,2.98e-06,1.08e-02,0.00117,2.78e-07
18,h122e,0.249,0.1,e3,2.78e-17,1.01e-13,0.00029,1.57e-07
18,h122e,0.249,0.1,f3,2.74e-17,9.98e-14,0.00007,4.12e-07
18,h122e,0.249,0.1,g3,1.48e-17,5.40e-14,0.00002,3.65e-07
18,h122e,0.249,0.1,h3,3.19e-18,1.16e-14,0,4.26e-07
18,n220d+n293d,0.206,0.1,a4,1.33e-04,5.84e-01,0.075,4.81e-07
18,n220d+n293d,0.206,0.1,b4,7.82e-05,3.44e-01,0.01875,3.83e-07
18,n220d+n293d,0.206,0.1,c4,2.36e-05,1.04e-01,0.00469,2.90e-07
18,n220d+n293d,0.206,0.1,d4,7.39e-06,3.25e-02,0.00117,2.78e-07
18,n220d+n293d,0.206,0.1,e4,9.40e-07,4.14e-03,0.00029,1.57e-07
18,n220d+n293d,0.206,0.1,f4,4.78e-17,2.11e-13,0.00007,4.12e-07
18,n220d+n293d,0.206,0.1,g4,-3.33e-17,-1.47e-13,0.00002,3.65e-07
18,n220d+n293d,0.206,0.1,h4,-3.72e-17,-1.64e-13,0,4.26e-07
18,n220d+n293d,0.206,0.1,a5,1.32e-04,5.81e-01,0.075,4.81e-07
18,n220d+n293d,0.206,0.1,b5,7.70e-05,3.39e-01,0.01875,3.83e-07
18,n220d+n293d,0.206,0.1,c5,1.46e-05,6.41e-02,0.00469,2.90e-07
18,n220d+n293d,0.206,0.1,d5,0.00e+00,0.00e+00,0.00117,2.78e-07
18,n220d+n293d,0.206,0.1,e5,-1.89e-17,-8.34e-14,0.00029,1.57e-07
18,n220d+n293d,0.206,0.1,f5,1.10e-17,4.85e-14,0.00007,4.12e-07
18,n220d+n293d,0.206,0.1,g5,-3.90e-17,-1.72e-13,0.00002,3.65e-07
18,n220d+n293d,0.206,0.1,h5,2.48e-17,1.09e-13,0,4.26e-07
18,n220d+n293d,0.206,0.1,a6,1.39e-04,6.11e-01,0.075,4.81e-07
18,n220d+n293d,0.206,0.1,b6,5.39e-05,2.37e-01,0.01875,3.83e-07
18,n220d+n293d,0.206,0.1,c6,3.15e-05,1.39e-01,0.00469,2.90e-07
18,n220d+n293d,0.206,0.1,d6,1.39e-05,6.11e-02,0.00117,2.78e-07
18,n220d+n293d,0.206,0.1,e6,-1.46e-17,-6.43e-14,0.00029,1.57e-07
18,n220d+n293d,0.206,0.1,f6,5.25e-17,2.31e-13,0.00007,4.12e-07
18,n220d+n293d,0.206,0.1,g6,1.10e-17,4.84e-14,0.00002,3.65e-07
18,n220d+n293d,0.206,0.1,h6,7.90e-18,3.48e-14,0,4.26e-07
18,c167n+w120r,0.244,0.1,a7,6.55e-05,2.43e-01,0.075,4.81e-07
18,c167n+w120r,0.244,0.1,c7,-2.20e-17,-8.19e-14,0.00469,2.90e-07
18,c167n+w120r,0.244,0.1,d7,0.00e+00,0.00e+00,0.00117,2.78e-07
18,c167n+w120r,0.244,0.1,e7,3.72e-17,1.38e-13,0.00029,1.57e-07
18,c167n+w120r,0.244,0.1,f7,-3.44e-17,-1.28e-13,0.00007,4.12e-07
18,c167n+w120r,0.244,0.1,g7,-3.46e-18,-1.29e-14,0.00002,3.65e-07
18,c167n+w120r,0.244,0.1,h7,2.62e-17,9.75e-14,0,4.26e-07
18,c167n+w120r,0.244,0.1,b8,8.18e-05,3.04e-01,0.01875,3.83e-07
18,c167n+w120r,0.244,0.1,c8,-4.28e-17,-1.59e-13,0.00469,2.90e-07
18,c167n+w120r,0.244,0.1,d8,-2.20e-17,-8.19e-14,0.00117,2.78e-07
18,c167n+w120r,0.244,0.1,e8,-6.20e-17,-2.30e-13,0.00029,1.57e-07
18,c167n+w120r,0.244,0.1,f8,-4.91e-18,-1.82e-14,0.00007,4.12e-07
18,c167n+w120r,0.244,0.1,g8,0.00e+00,0.00e+00,0.00002,3.65e-07
18,c167n+w120r,0.244,0.1,h8,1.84e-18,6.84e-15,0,4.26e-07
18,c167n+w120r,0.244,0.1,a9,8.91e-05,3.31e-01,0.075,4.81e-07
18,c167n+w120r,0.244,0.1,b9,5.52e-05,2.05e-01,0.01875,3.83e-07
18,c167n+w120r,0.244,0.1,c9,1.87e-17,6.93e-14,0.00469,2.90e-07
18,c167n+w120r,0.244,0.1,d9,1.59e-17,5.89e-14,0.00117,2.78e-07
18,c167n+w120r,0.244,0.1,e9,0.00e+00,0.00e+00,0.00029,1.57e-07
18,c167n+w120r,0.244,0.1,f9,0.00e+00,0.00e+00,0.00007,4.12e-07
18,c167n+w120r,0.244,0.1,g9,2.01e-17,7.45e-14,0.00002,3.65e-07
18,c167n+w120r,0.244,0.1,h9,-2.06e-17,-7.67e-14,0,4.26e-07
18,w325l,1.305,0.01,a10,1.42e-02,9.84e+01,0.075,4.81e-07
18,w325l,1.305,0.01,b10,1.17e-02,8.11e+01,0.01875,3.83e-07
18,w325l,1.305,0.01,c10,6.66e-03,4.63e+01,0.00469,2.90e-07
18,w325l,1.305,0.01,d10,2.67e-03,1.86e+01,0.00117,2.78e-07
18,w325l,1.305,0.01,e10,7.76e-04,5.39e+00,0.00029,1.57e-07
18,w325l,1.305,0.01,f10,2.16e-04,1.50e+00,0.00007,4.12e-07
18,w325l,1.305,0.01,g10,6.91e-05,4.80e-01,0.00002,3.65e-07
18,w325l,1.305,0.01,h10,-4.59e-17,-3.19e-13,0,4.26e-07
18,w325l,1.305,0.01,a11,1.54e-02,1.07e+02,0.075,4.81e-07
18,w325l,1.305,0.01,b11,1.17e-02,8.11e+01,0.01875,3.83e-07
18,w325l,1.305,0.01,c11,7.02e-03,4.88e+01,0.00469,2.90e-07
18,w325l,1.305,0.01,d11,2.69e-03,1.87e+01,0.00117,2.78e-07
18,w325l,1.305,0.01,e11,7.68e-04,5.33e+00,0.00029,1.57e-07
18,w325l,1.305,0.01,f11,2.25e-04,1.57e+00,0.00007,4.12e-07
18,w325l,1.305,0.01,g11,7.27e-05,5.05e-01,0.00002,3.65e-07
18,w325l,1.305,0.01,h11,-3.03e-17,-2.10e-13,0,4.26e-07
18,w325l,1.305,0.01,a12,1.44e-02,1.00e+02,0.075,4.81e-07
18,w325l,1.305,0.01,b12,1.14e-02,7.90e+01,0.01875,3.83e-07
18,w325l,1.305,0.01,c12,7.08e-03,4.92e+01,0.00469,2.90e-07
18,w325l,1.305,0.01,d12,2.93e-03,2.04e+01,0.00117,2.78e-07
18,w325l,1.305,0.01,e12,8.72e-04,6.05e+00,0.00029,1.57e-07
18,w325l,1.305,0.01,f12,2.50e-04,1.73e+00,0.00007,4.12e-07
18,w325l,1.305,0.01,g12,7.27e-05,5.05e-01,0.00002,3.65e-07
18,w325l,1.305,0.01,h12,4.74e-06,3.29e-02,0,4.26e-07
19,c167q,0.938,0.01,b1,4.25e-02,4.11e+02,0.01875,3.83e-07
19,c167q,0.938,0.01,c1,2.49e-02,2.41e+02,0.00469,2.90e-07
19,c167q,0.938,0.01,d1,9.65e-03,9.33e+01,0.00117,2.78e-07
19,c167q,0.938,0.01,e1,2.81e-03,2.72e+01,0.00029,1.57e-07
19,c167q,0.938,0.01,f1,8.37e-04,8.09e+00,0.00007,4.12e-07
19,c167q,0.938,0.01,g1,2.11e-04,2.04e+00,0.00002,3.65e-07
19,c167q,0.938,0.01,h1,4.39e-17,4.25e-13,0,4.26e-07
19,c167q,0.938,0.01,a2,4.74e-02,4.58e+02,0.075,4.81e-07
19,c167q,0.938,0.01,b2,4.16e-02,4.02e+02,0.01875,3.83e-07
19,c167q,0.938,0.01,c2,2.52e-02,2.44e+02,0.00469,2.90e-07
19,c167q,0.938,0.01,d2,9.76e-03,9.43e+01,0.00117,2.78e-07
19,c167q,0.938,0.01,e2,2.85e-03,2.75e+01,0.00029,1.57e-07
19,c167q,0.938,0.01,f2,7.73e-04,7.47e+00,0.00007,4.12e-07
19,c167q,0.938,0.01,g2,2.64e-04,2.55e+00,0.00002,3.65e-07
19,c167q,0.938,0.01,h2,-3.58e-17,-3.46e-13,0,4.26e-07
19,c167q,0.938,0.01,a3,4.79e-02,4.63e+02,0.075,4.81e-07
19,c167q,0.938,0.01,b3,4.38e-02,4.24e+02,0.01875,3.83e-07
19,c167q,0.938,0.01,c3,2.48e-02,2.39e+02,0.00469,2.90e-07
19,c167q,0.938,0.01,d3,9.57e-03,9.25e+01,0.00117,2.78e-07
19,c167q,0.938,0.01,e3,2.65e-03,2.56e+01,0.00029,1.57e-07
19,c167q,0.938,0.01,f3,7.24e-04,6.99e+00,0.00007,4.12e-07
19,c167q,0.938,0.01,g3,2.46e-04,2.38e+00,0.00002,3.65e-07
19,c167q,0.938,0.01,h3,-1.55e-17,-1.50e-13,0,4.26e-07
19,h315n,0.083,0.1,a4,3.91e-03,4.27e+01,0.075,4.81e-07
19,h315n,0.083,0.1,b4,3.51e-03,3.83e+01,0.01875,3.83e-07
19,h315n,0.083,0.1,c4,2.10e-03,2.29e+01,0.00469,2.90e-07
19,h315n,0.083,0.1,d4,8.39e-04,9.16e+00,0.00117,2.78e-07
19,h315n,0.083,0.1,e4,2.61e-04,2.85e+00,0.00029,1.57e-07
19,h315n,0.083,0.1,f4,8.24e-05,9.00e-01,0.00007,4.12e-07
19,h315n,0.083,0.1,g4,3.52e-05,3.84e-01,0.00002,3.65e-07
19,h315n,0.083,0.1,h4,1.93e-17,2.11e-13,0,4.26e-07
19,h315n,0.083,0.1,a5,4.07e-03,4.44e+01,0.075,4.81e-07
19,h315n,0.083,0.1,b5,3.54e-03,3.86e+01,0.01875,3.83e-07
19,h315n,0.083,0.1,c5,2.13e-03,2.33e+01,0.00469,2.90e-07
19,h315n,0.083,0.1,d5,8.42e-04,9.20e+00,0.00117,2.78e-07
19,h315n,0.083,0.1,e5,2.55e-04,2.79e+00,0.00029,1.57e-07
19,h315n,0.083,0.1,f5,9.76e-05,1.07e+00,0.00007,4.12e-07
19,h315n,0.083,0.1,g5,3.64e-05,3.97e-01,0.00002,3.65e-07
19,h315n,0.083,0.1,h5,4.85e-17,5.29e-13,0,4.26e-07
19,h315n,0.083,0.1,a6,4.26e-03,4.65e+01,0.075,4.81e-07
19,h315n,0.083,0.1,b6,3.43e-03,3.74e+01,0.01875,3.83e-07
19,h315n,0.083,0.1,c6,2.04e-03,2.23e+01,0.00469,2.90e-07
